"gender","Dependents","tenure","PhoneService","InternetService","StreamingTV","Contract","PaymentMethod","MonthlyCharges","Churn"
"Male","No",25,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",105.5,"No"
"Male","No",6,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",79.7,"No"
"Female","No",44,"No","DSL","No","One year","Mailed check",25.85,"No"
"Female","Yes",68,"No","DSL","Yes","Two year","Electronic check",70.3,"No"
"Female","No",54,"Yes","Fiber optic","No","Month-to-month","Electronic check",79.5,"Yes"
"Male","No",17,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",90.95,"No"
"Male","No",41,"Yes","Fiber optic","Yes","One year","Electronic check",89.55,"No"
"Male","No",25,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",105.95,"Yes"
"Female","No",71,"Yes","No","No internet service","Two year","Bank transfer (automatic)",24.45,"No"
"Male","No",12,"Yes","DSL","Yes","Month-to-month","Electronic check",44.7,"Yes"
"Male","Yes",7,"No","DSL","No","One year","Electronic check",35.3,"No"
"Female","No",25,"Yes","DSL","Yes","Month-to-month","Electronic check",78.35,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.2,"Yes"
"Male","No",22,"Yes","DSL","No","Month-to-month","Mailed check",55.1,"No"
"Male","Yes",15,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",93.35,"Yes"
"Male","No",72,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","No",68,"Yes","DSL","Yes","Two year","Credit card (automatic)",82.45,"No"
"Male","No",9,"Yes","DSL","No","Month-to-month","Electronic check",88.05,"No"
"Female","No",28,"Yes","DSL","No","One year","Mailed check",59,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",80.55,"No"
"Female","No",51,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",111.5,"No"
"Female","No",2,"Yes","DSL","No","Month-to-month","Credit card (automatic)",49.05,"Yes"
"Female","No",64,"Yes","No","No internet service","Two year","Credit card (automatic)",19.45,"No"
"Female","No",12,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",75.35,"No"
"Male","No",25,"Yes","DSL","No","One year","Credit card (automatic)",54.75,"No"
"Female","Yes",24,"Yes","No","No internet service","One year","Mailed check",19.9,"No"
"Male","Yes",42,"Yes","No","No internet service","One year","Electronic check",70.3,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.2,"No"
"Male","Yes",56,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","No",7,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",96.2,"No"
"Female","No",44,"Yes","Fiber optic","No","Month-to-month","Electronic check",84.8,"Yes"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.05,"No"
"Male","No",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",76.25,"No"
"Male","No",2,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94,"Yes"
"Female","No",12,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",80.05,"No"
"Male","No",50,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.7,"Yes"
"Female","Yes",15,"Yes","DSL","No","Month-to-month","Electronic check",55,"Yes"
"Male","No",40,"No","No","No internet service","One year","Credit card (automatic)",36,"No"
"Female","No",35,"Yes","DSL","No","One year","Credit card (automatic)",55.6,"No"
"Male","Yes",44,"No","DSL","Yes","One year","Credit card (automatic)",60,"No"
"Female","Yes",70,"Yes","Fiber optic","Yes","One year","Electronic check",106.5,"No"
"Female","Yes",1,"Yes","DSL","No","Month-to-month","Electronic check",54.5,"No"
"Male","No",69,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",95.35,"No"
"Male","Yes",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.85,"No"
"Female","No",42,"Yes","DSL","Yes","Two year","Credit card (automatic)",66.5,"No"
"Male","No",56,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",70.3,"No"
"Male","Yes",35,"Yes","DSL","Yes","Month-to-month","Electronic check",76.05,"No"
"Female","No",22,"Yes","DSL","Yes","One year","Bank transfer (automatic)",65.25,"No"
"Female","No",29,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",91.3,"No"
"Female","Yes",3,"No","DSL","No","Month-to-month","Credit card (automatic)",29.7,"Yes"
"Male","No",70,"Yes","No","No internet service","Two year","Bank transfer (automatic)",25.15,"No"
"Female","No",48,"Yes","Fiber optic","No","One year","Electronic check",75.15,"No"
"Male","Yes",15,"No","DSL","No","Month-to-month","Electronic check",30.2,"No"
"Male","Yes",21,"Yes","No","No internet service","One year","Electronic check",70.3,"No"
"Male","No",72,"Yes","No","No internet service","Month-to-month","Electronic check",24.8,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.15,"No"
"Male","Yes",40,"Yes","DSL","Yes","Month-to-month","Electronic check",74.55,"No"
"Male","No",31,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Male","No",44,"Yes","No","No internet service","One year","Credit card (automatic)",70.3,"No"
"Female","No",6,"No","DSL","Yes","Month-to-month","Electronic check",45,"No"
"Female","No",39,"Yes","No","No internet service","Two year","Mailed check",20.15,"No"
"Female","No",19,"Yes","DSL","No","Month-to-month","Mailed check",56.1,"No"
"Male","Yes",4,"Yes","No","No internet service","Month-to-month","Electronic check",18.85,"No"
"Female","No",1,"Yes","DSL","No","Month-to-month","Electronic check",55,"Yes"
"Male","Yes",12,"Yes","No","No internet service","Month-to-month","Electronic check",20.15,"No"
"Male","No",9,"Yes","No","No internet service","Month-to-month","Electronic check",20.25,"Yes"
"Female","No",4,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",20.45,"No"
"Male","No",16,"Yes","DSL","No","Month-to-month","Credit card (automatic)",74.55,"No"
"Male","Yes",42,"No","DSL","No","One year","Credit card (automatic)",45.1,"No"
"Male","No",3,"Yes","DSL","Yes","Month-to-month","Electronic check",77.4,"No"
"Male","No",16,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",71.8,"Yes"
"Female","No",2,"Yes","No","No internet service","Month-to-month","Mailed check",20.35,"No"
"Female","No",71,"Yes","DSL","Yes","One year","Bank transfer (automatic)",84.8,"No"
"Male","No",22,"Yes","No","No internet service","One year","Credit card (automatic)",20.3,"No"
"Female","No",20,"Yes","No","No internet service","Month-to-month","Mailed check",19.5,"No"
"Female","Yes",18,"Yes","DSL","No","Month-to-month","Mailed check",57.65,"No"
"Male","Yes",58,"Yes","Fiber optic","No","Two year","Electronic check",70.3,"No"
"Male","No",29,"Yes","No","No internet service","Month-to-month","Mailed check",19.8,"No"
"Female","No",25,"Yes","Fiber optic","No","Month-to-month","Electronic check",88.4,"No"
"Male","No",67,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",105.05,"No"
"Female","Yes",38,"Yes","DSL","Yes","One year","Electronic check",80.3,"Yes"
"Male","No",63,"Yes","DSL","No","Two year","Bank transfer (automatic)",71.9,"No"
"Female","Yes",35,"Yes","No","No internet service","One year","Credit card (automatic)",70.3,"No"
"Male","No",60,"Yes","Fiber optic","Yes","One year","Electronic check",94.4,"Yes"
"Male","No",2,"No","DSL","No","Month-to-month","Mailed check",70.3,"No"
"Male","Yes",22,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",20.15,"No"
"Female","Yes",21,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",99.15,"No"
"Female","Yes",38,"Yes","No","No internet service","Month-to-month","Mailed check",20.45,"No"
"Male","No",54,"Yes","No","No internet service","Two year","Electronic check",19.65,"No"
"Male","Yes",38,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",25.05,"No"
"Male","No",64,"Yes","DSL","No","Two year","Credit card (automatic)",53.3,"No"
"Female","No",26,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",75,"No"
"Female","No",71,"Yes","No","No internet service","Two year","Bank transfer (automatic)",20.9,"No"
"Male","No",44,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",95,"No"
"Male","Yes",29,"Yes","No","No internet service","Month-to-month","Mailed check",18.95,"No"
"Male","No",61,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",111.6,"Yes"
"Male","No",72,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","Yes",38,"Yes","Fiber optic","No","Month-to-month","Mailed check",81.85,"No"
"Male","Yes",67,"Yes","DSL","Yes","One year","Electronic check",105.4,"No"
"Female","No",2,"Yes","DSL","Yes","Month-to-month","Mailed check",79.65,"Yes"
"Male","No",55,"Yes","Fiber optic","No","Month-to-month","Electronic check",73.1,"No"
"Male","No",18,"Yes","Fiber optic","No","Month-to-month","Electronic check",80.65,"Yes"
"Female","No",71,"Yes","No","No internet service","Two year","Credit card (automatic)",24.25,"No"
"Female","Yes",2,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",71.65,"No"
"Male","No",17,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.4,"Yes"
"Female","No",53,"Yes","Fiber optic","Yes","Two year","Electronic check",105.55,"No"
"Male","No",10,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",99.85,"Yes"
"Female","No",50,"Yes","Fiber optic","Yes","One year","Electronic check",106.8,"No"
"Female","No",1,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","Yes",8,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",56.3,"No"
"Female","No",55,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",51.65,"No"
"Female","No",29,"No","DSL","Yes","Month-to-month","Electronic check",31.2,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",79.95,"Yes"
"Male","Yes",36,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94.7,"No"
"Female","Yes",72,"Yes","DSL","No","Two year","Electronic check",70.3,"No"
"Male","No",16,"Yes","Fiber optic","No","Month-to-month","Electronic check",86.25,"No"
"Male","Yes",8,"Yes","No","No internet service","Two year","Credit card (automatic)",70.3,"No"
"Male","Yes",8,"Yes","No","No internet service","Two year","Electronic check",19.7,"No"
"Male","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.1,"Yes"
"Female","Yes",48,"Yes","No","No internet service","Two year","Bank transfer (automatic)",20.2,"No"
"Male","No",14,"Yes","No","No internet service","One year","Electronic check",20.4,"No"
"Female","No",35,"No","DSL","Yes","Month-to-month","Electronic check",70.3,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20,"No"
"Female","No",4,"Yes","DSL","No","Month-to-month","Mailed check",46,"Yes"
"Female","No",62,"Yes","Fiber optic","Yes","One year","Electronic check",104.3,"No"
"Female","Yes",1,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",19.8,"No"
"Male","No",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Male","No",2,"Yes","No","No internet service","Month-to-month","Mailed check",19.85,"No"
"Female","Yes",12,"Yes","DSL","Yes","Month-to-month","Mailed check",72.9,"Yes"
"Female","No",54,"Yes","DSL","Yes","Two year","Electronic check",80.6,"No"
"Female","Yes",11,"Yes","No","No internet service","Two year","Mailed check",25,"No"
"Male","No",72,"Yes","No","No internet service","Two year","Credit card (automatic)",70.3,"No"
"Female","No",18,"Yes","No","No internet service","One year","Bank transfer (automatic)",20.35,"No"
"Male","No",4,"Yes","Fiber optic","No","Month-to-month","Electronic check",73.9,"Yes"
"Female","Yes",24,"Yes","Fiber optic","Yes","Two year","Electronic check",70.3,"No"
"Male","Yes",43,"No","DSL","No","Month-to-month","Credit card (automatic)",29.3,"No"
"Female","No",43,"No","DSL","Yes","Month-to-month","Electronic check",55.55,"Yes"
"Male","No",69,"No","DSL","No","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Male","Yes",44,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",19.55,"No"
"Male","No",64,"Yes","DSL","Yes","Two year","Credit card (automatic)",89.3,"No"
"Female","Yes",3,"Yes","DSL","Yes","Month-to-month","Electronic check",54.2,"No"
"Male","No",70,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",99.35,"No"
"Female","No",6,"Yes","No","No internet service","Month-to-month","Mailed check",20.95,"No"
"Female","No",64,"Yes","Fiber optic","Yes","One year","Mailed check",96.9,"No"
"Female","Yes",17,"Yes","No","No internet service","Month-to-month","Electronic check",24.1,"Yes"
"Female","Yes",13,"Yes","No","No internet service","Two year","Mailed check",19.55,"No"
"Female","No",44,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",102.85,"No"
"Male","No",18,"Yes","DSL","No","Month-to-month","Mailed check",56.25,"No"
"Female","Yes",33,"Yes","DSL","Yes","One year","Electronic check",79.15,"No"
"Female","No",32,"Yes","Fiber optic","No","Month-to-month","Electronic check",79.5,"No"
"Female","No",34,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",85.35,"No"
"Female","No",20,"Yes","No","No internet service","Two year","Mailed check",19.7,"No"
"Male","No",22,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",101.35,"Yes"
"Female","Yes",51,"No","DSL","Yes","Two year","Bank transfer (automatic)",34.2,"No"
"Male","Yes",54,"No","DSL","No","Two year","Credit card (automatic)",46,"No"
"Female","No",4,"No","DSL","No","Month-to-month","Electronic check",33.65,"Yes"
"Male","Yes",30,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94.4,"Yes"
"Female","No",57,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",100.75,"No"
"Female","No",39,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.25,"No"
"Female","No",40,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",78.85,"No"
"Male","Yes",7,"Yes","DSL","No","Month-to-month","Mailed check",45.75,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",103.7,"Yes"
"Female","No",10,"Yes","No","No internet service","Month-to-month","Mailed check",24.5,"No"
"Female","No",3,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Female","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",85.7,"Yes"
"Male","Yes",59,"Yes","No","No internet service","Two year","Mailed check",19.85,"No"
"Male","No",62,"No","DSL","No","Two year","Bank transfer (automatic)",43.7,"No"
"Female","Yes",55,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",85.1,"No"
"Male","Yes",46,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",90.95,"No"
"Male","No",52,"Yes","DSL","Yes","Two year","Credit card (automatic)",79.75,"No"
"Female","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",19.05,"No"
"Male","Yes",21,"Yes","DSL","No","Month-to-month","Mailed check",45.65,"No"
"Female","Yes",71,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",76.9,"No"
"Female","Yes",37,"Yes","No","No internet service","Month-to-month","Electronic check",19.35,"No"
"Male","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",76.5,"Yes"
"Female","No",20,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",19.25,"No"
"Female","Yes",71,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.85,"No"
"Female","No",9,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Male","Yes",66,"Yes","DSL","Yes","One year","Electronic check",70.3,"No"
"Male","No",18,"No","DSL","No","One year","Electronic check",40.2,"No"
"Female","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",79.65,"Yes"
"Male","No",38,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",85.4,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",84.95,"Yes"
"Male","No",49,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",90.05,"Yes"
"Female","Yes",72,"Yes","No","No internet service","Two year","Credit card (automatic)",19.7,"No"
"Female","No",69,"Yes","DSL","No","Two year","Electronic check",66.9,"No"
"Female","Yes",26,"Yes","DSL","No","Month-to-month","Electronic check",60.05,"Yes"
"Female","No",13,"No","DSL","No","Two year","Mailed check",35.4,"No"
"Female","No",47,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",106.4,"Yes"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Male","Yes",70,"Yes","No","No internet service","Two year","Mailed check",70.3,"No"
"Female","No",23,"Yes","DSL","No","Month-to-month","Credit card (automatic)",49.7,"No"
"Male","No",25,"Yes","No","No internet service","Two year","Mailed check",20.75,"No"
"Male","Yes",61,"Yes","DSL","Yes","One year","Electronic check",84.9,"No"
"Female","No",35,"No","DSL","No","Month-to-month","Mailed check",33.45,"No"
"Female","No",48,"Yes","DSL","No","One year","Mailed check",70.3,"No"
"Male","No",38,"Yes","Fiber optic","No","Month-to-month","Electronic check",79.45,"Yes"
"Male","No",23,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",83.2,"No"
"Male","No",29,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.05,"Yes"
"Male","No",72,"No","DSL","Yes","Two year","Electronic check",64.7,"No"
"Male","Yes",5,"Yes","DSL","No","Month-to-month","Electronic check",81.3,"Yes"
"Male","No",6,"Yes","No","No internet service","One year","Electronic check",20.6,"No"
"Male","Yes",20,"Yes","Fiber optic","No","One year","Credit card (automatic)",70.3,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"No"
"Male","Yes",2,"Yes","DSL","No","Month-to-month","Mailed check",56.7,"Yes"
"Female","Yes",72,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",109.5,"No"
"Female","No",3,"Yes","Fiber optic","No","Month-to-month","Mailed check",82.3,"No"
"Female","No",56,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",104.75,"Yes"
"Male","No",38,"Yes","DSL","Yes","Two year","Credit card (automatic)",81,"No"
"Male","No",22,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",95.9,"No"
"Female","No",65,"Yes","Fiber optic","Yes","One year","Electronic check",95.5,"No"
"Male","Yes",37,"Yes","DSL","No","Two year","Credit card (automatic)",61.45,"No"
"Male","No",3,"No","DSL","No","Month-to-month","Mailed check",35.1,"No"
"Male","No",31,"Yes","DSL","Yes","Month-to-month","Electronic check",71.05,"No"
"Male","No",23,"Yes","Fiber optic","No","Month-to-month","Electronic check",81,"Yes"
"Female","No",43,"Yes","Fiber optic","Yes","Two year","Electronic check",104.6,"Yes"
"Female","No",64,"Yes","DSL","Yes","Two year","Mailed check",67.95,"No"
"Female","Yes",70,"Yes","DSL","No","One year","Credit card (automatic)",74.1,"No"
"Male","No",13,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.5,"Yes"
"Male","No",2,"Yes","DSL","No","Month-to-month","Electronic check",53.45,"No"
"Female","Yes",8,"Yes","DSL","No","Month-to-month","Mailed check",70.3,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.4,"No"
"Male","No",66,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",106.05,"Yes"
"Male","No",72,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","Yes",65,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",106.25,"Yes"
"Male","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",80.95,"Yes"
"Female","No",20,"Yes","Fiber optic","No","Month-to-month","Electronic check",81.45,"No"
"Female","No",7,"Yes","DSL","Yes","Month-to-month","Electronic check",78.5,"No"
"Male","Yes",44,"Yes","DSL","Yes","One year","Credit card (automatic)",107.15,"No"
"Male","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",102.6,"No"
"Female","No",44,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",97.95,"No"
"Male","No",5,"Yes","DSL","No","Month-to-month","Electronic check",55.75,"No"
"Female","No",29,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",58.55,"No"
"Female","No",62,"Yes","Fiber optic","Yes","One year","Electronic check",84.45,"No"
"Female","No",25,"Yes","DSL","No","Month-to-month","Electronic check",71.05,"No"
"Male","Yes",48,"Yes","No","No internet service","Two year","Mailed check",70.3,"No"
"Female","No",42,"Yes","DSL","No","Month-to-month","Credit card (automatic)",66.4,"No"
"Male","No",64,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",107.6,"No"
"Male","Yes",70,"Yes","DSL","Yes","Two year","Credit card (automatic)",85.95,"No"
"Female","No",40,"Yes","DSL","No","Month-to-month","Mailed check",71.35,"No"
"Male","No",32,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",80.3,"Yes"
"Female","No",23,"Yes","No","No internet service","One year","Credit card (automatic)",19.3,"No"
"Male","No",10,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.35,"Yes"
"Female","No",49,"Yes","DSL","No","One year","Electronic check",71.8,"No"
"Male","Yes",2,"No","DSL","No","Month-to-month","Credit card (automatic)",40.4,"Yes"
"Male","No",3,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",74.5,"No"
"Male","Yes",45,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",109.75,"No"
"Male","No",72,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",20,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",88.7,"Yes"
"Male","Yes",43,"Yes","DSL","No","One year","Credit card (automatic)",71.9,"No"
"Male","No",51,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",99,"No"
"Female","No",8,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.15,"Yes"
"Male","No",4,"No","DSL","No","Month-to-month","Electronic check",29.9,"No"
"Male","Yes",49,"No","DSL","Yes","Month-to-month","Bank transfer (automatic)",51.8,"Yes"
"Female","Yes",61,"Yes","Fiber optic","No","One year","Credit card (automatic)",100.7,"No"
"Female","No",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",80.85,"Yes"
"Male","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.8,"No"
"Female","No",40,"No","DSL","Yes","Month-to-month","Electronic check",39.3,"Yes"
"Male","No",17,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",65.75,"No"
"Female","No",59,"Yes","DSL","Yes","One year","Bank transfer (automatic)",68.7,"No"
"Female","Yes",52,"Yes","No","No internet service","Two year","Bank transfer (automatic)",25.05,"No"
"Female","No",5,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",85.3,"No"
"Male","No",66,"Yes","Fiber optic","No","Two year","Mailed check",96.6,"No"
"Female","No",57,"Yes","Fiber optic","No","One year","Electronic check",70.3,"No"
"Male","Yes",11,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",70.3,"Yes"
"Female","Yes",1,"Yes","DSL","Yes","Month-to-month","Mailed check",49.9,"No"
"Female","Yes",28,"No","DSL","Yes","Month-to-month","Electronic check",35.9,"No"
"Male","No",3,"Yes","DSL","Yes","Month-to-month","Electronic check",92,"No"
"Male","Yes",1,"Yes","DSL","Yes","Month-to-month","Electronic check",90.1,"No"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Mailed check",79.15,"No"
"Male","No",6,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",89.75,"No"
"Male","No",35,"Yes","Fiber optic","No","Month-to-month","Electronic check",96.75,"No"
"Female","No",44,"No","DSL","Yes","One year","Bank transfer (automatic)",45.55,"No"
"Female","Yes",32,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",91.35,"No"
"Male","No",24,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",93,"No"
"Male","Yes",17,"Yes","DSL","No","Month-to-month","Mailed check",44.6,"No"
"Male","Yes",40,"Yes","No","No internet service","Two year","Credit card (automatic)",25.25,"No"
"Female","Yes",69,"No","DSL","No","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","No",18,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",96.05,"Yes"
"Male","No",28,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",94.5,"Yes"
"Female","Yes",72,"Yes","No","No internet service","Two year","Electronic check",24.9,"No"
"Female","No",1,"No","DSL","No","Month-to-month","Electronic check",24.6,"Yes"
"Female","No",64,"Yes","Fiber optic","Yes","Two year","Electronic check",80.45,"Yes"
"Male","Yes",19,"No","DSL","No","Month-to-month","Electronic check",34.95,"No"
"Male","No",36,"Yes","No","No internet service","One year","Mailed check",20,"No"
"Male","No",7,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",44.65,"No"
"Female","Yes",10,"Yes","No","No internet service","Two year","Electronic check",20.15,"No"
"Female","No",37,"No","DSL","Yes","Month-to-month","Credit card (automatic)",28.6,"Yes"
"Female","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Male","No",4,"Yes","DSL","No","Month-to-month","Electronic check",69.35,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",84.95,"Yes"
"Female","No",8,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",80,"No"
"Male","Yes",1,"Yes","DSL","No","Month-to-month","Electronic check",49.75,"No"
"Female","Yes",36,"Yes","No","No internet service","Month-to-month","Electronic check",19.2,"No"
"Male","No",44,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Female","No",44,"No","DSL","No","One year","Bank transfer (automatic)",44.1,"No"
"Male","Yes",12,"Yes","No","No internet service","Month-to-month","Electronic check",21.05,"No"
"Female","Yes",47,"No","DSL","No","Two year","Mailed check",70.3,"No"
"Male","No",26,"Yes","No","No internet service","One year","Credit card (automatic)",20.65,"No"
"Female","No",63,"Yes","DSL","Yes","One year","Electronic check",84,"No"
"Male","No",10,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",79.85,"No"
"Female","No",63,"Yes","DSL","Yes","Month-to-month","Electronic check",103.5,"No"
"Female","No",27,"Yes","No","No internet service","Two year","Mailed check",19.6,"No"
"Male","No",38,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",69.5,"No"
"Female","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",84.6,"No"
"Female","No",71,"Yes","DSL","Yes","Two year","Electronic check",90.1,"No"
"Male","No",58,"Yes","No","No internet service","Two year","Mailed check",20.8,"No"
"Female","No",37,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",76.25,"Yes"
"Male","No",2,"No","No","No internet service","Month-to-month","Electronic check",24.9,"No"
"Female","No",63,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",97.45,"No"
"Female","No",1,"Yes","DSL","No","Month-to-month","Electronic check",54.9,"Yes"
"Female","No",38,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",103.65,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.5,"Yes"
"Male","No",69,"Yes","DSL","No","One year","Bank transfer (automatic)",59.1,"No"
"Male","No",56,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",85.65,"No"
"Male","No",72,"Yes","DSL","Yes","Two year","Credit card (automatic)",70.3,"No"
"Male","Yes",29,"Yes","No","No internet service","Month-to-month","Mailed check",20.65,"No"
"Male","Yes",71,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",114,"No"
"Male","No",69,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",70.3,"Yes"
"Female","Yes",27,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",90.15,"No"
"Female","Yes",72,"Yes","DSL","No","Two year","Credit card (automatic)",68.75,"No"
